id,name,email,age,city,salary,active,created_at,col_0,col_1,col_2,col_3
11291,Goscvjhf,user11290@example.com,54,Philadelphia,34036.07,true,2024-06-04,646.24,588.35,218.0,185.09
11292,Trjpwdbz,user11291@example.com,67,San Antonio,183332.21,false,2024-09-01,661.83,593.0,630.63,50.86
11293,Tszyufyi,user11292@example.com,45,Philadelphia,127033.21,true,2024-02-22,317.98,393.04,978.93,125.64
11294,Umyozsym,user11293@example.com,57,Chicago,149460.89,false,2024-07-18,114.9,987.45,709.26,843.97
11295,Ioergppg,user11294@example.com,28,Phoenix,105581.31,true,2024-06-23,709.41,245.5,89.11,766.78
11296,Bvkvsfqe,user11295@example.com,66,New York,104383.14,false,2024-05-02,942.02,772.67,711.15,41.88
11297,Tzeizczy,user11296@example.com,23,San Antonio,176400.79,false,2024-02-17,388.72,94.48,719.2,114.41
11298,Hemmqeep,user11297@example.com,25,San Antonio,136399.76,true,2024-12-22,228.22,763.39,291.22,475.59
11299,Ohccawzg,user11298@example.com,74,Chicago,52544.22,false,2024-12-14,843.55,501.04,929.4,739.21
11300,Fsrwcmqi,user11299@example.com,38,Houston,125548.32,false,2024-07-17,945.24,982.22,964.6,169.7
11301,Xannctzs,user11300@example.com,34,Phoenix,32300.72,true,2024-03-22,798.27,128.5,31.52,688.6
11302,Gzkanoxu,user11301@example.com,18,Philadelphia,165211.26,true,2024-02-19,515.49,171.54,927.74,581.85
11303,Jxknwzjp,user11302@example.com,52,Chicago,35312.59,false,2024-12-13,637.49,693.38,148.93,988.07
11304,Eccutgfz,user11303@example.com,62,San Diego,140965.42,false,2024-07-02,970.93,155.86,918.28,385.56
11305,Gzckwzxc,user11304@example.com,18,San Antonio,85267.71,true,2024-12-07,498.4,181.18,558.84,210.01
11306,Hltbqyro,user11305@example.com,41,Philadelphia,114901.6,true,2024-11-21,727.43,38.6,19.61,630.66
11307,Nzvltsen,user11306@example.com,35,San Diego,124696.43,true,2024-11-16,817.25,284.68,97.74,55.42
11308,Lqpjlymy,user11307@example.com,68,New York,98951.38,false,2024-09-02,318.05,654.43,639.52,32.51
11309,Qpdolsge,user11308@example.com,57,Philadelphia,190933.37,true,2024-06-13,596.85,964.96,682.05,104.01
11310,Eozbzwcq,user11309@example.com,48,Philadelphia,34807.83,true,2024-01-27,228.35,621.31,103.09,25.65
11311,Bogolwfh,user11310@example.com,26,Los Angeles,73680.28,false,2024-11-21,314.6,713.42,43.7,652.43
11312,Tahfzqqy,user11311@example.com,66,Philadelphia,48600.73,true,2024-11-12,273.12,430.67,977.15,205.09
11313,Udemhmqb,user11312@example.com,69,New York,72126.02,true,2024-11-18,951.79,84.43,846.91,148.35
11314,Thkhmhpi,user11313@example.com,20,San Antonio,114068.16,false,2024-09-03,154.49,333.87,104.05,956.95
11315,Cioebynx,user11314@example.com,51,San Antonio,102872.12,true,2024-09-08,693.04,815.49,742.8,574.78
11316,Hwnizzcj,user11315@example.com,61,San Antonio,73608.43,true,2024-11-15,235.32,838.28,973.0,221.78
11317,Nvrlojpw,user11316@example.com,22,Phoenix,93100.3,true,2024-04-23,837.49,722.64,557.27,449.35
11318,Janeexwn,user11317@example.com,39,Chicago,41195.67,false,2024-01-05,291.86,255.67,652.72,767.65
11319,Fctqzifu,user11318@example.com,31,Houston,49351.44,false,2024-09-09,158.2,477.94,686.86,903.23
11320,Wgabsrwg,user11319@example.com,23,San Diego,120401.46,true,2024-09-07,820.45,726.82,381.81,870.12
11321,Cizeyzhw,user11320@example.com,27,San Antonio,196294.83,false,2024-11-12,82.22,35.38,322.4,919.0
11322,Pgxydmrv,user11321@example.com,25,Los Angeles,43848.57,true,2024-02-05,261.8,179.63,815.21,940.85
11323,Ohfmjggs,user11322@example.com,38,San Antonio,182813.62,false,2024-12-13,308.32,358.7,35.32,914.47
11324,Rpdvmspk,user11323@example.com,71,Houston,75355.71,false,2024-10-16,375.41,919.06,917.62,237.56
11325,Vewcqrjh,user11324@example.com,42,New York,135356.99,false,2024-09-21,185.8,776.95,746.9,247.86
11326,Jlioqyta,user11325@example.com,50,New York,63735.63,true,2024-09-04,375.93,720.83,391.82,360.31
11327,Jivanjqm,user11326@example.com,34,Houston,155458.33,true,2024-05-01,361.57,49.87,916.23,121.27
11328,Hrzowjta,user11327@example.com,63,Houston,134855.58,false,2024-08-22,29.19,273.08,39.78,410.9
11329,Itoxypnp,user11328@example.com,72,San Antonio,169658.0,true,2024-10-18,269.84,500.54,231.88,614.94
11330,Ulkcdafb,user11329@example.com,48,Los Angeles,77091.76,false,2024-05-14,286.52,50.89,699.41,389.61
11331,Mlggpgkl,user11330@example.com,19,Phoenix,160371.74,true,2024-12-24,846.51,189.22,641.47,959.46
11332,Dfvqhlsk,user11331@example.com,67,San Antonio,188294.35,false,2024-09-17,688.45,662.53,631.85,496.31
11333,Vzsvlegl,user11332@example.com,51,San Diego,31185.7,false,2024-06-23,506.17,778.23,596.63,344.09
11334,Qjokproy,user11333@example.com,20,Phoenix,58172.08,true,2024-05-08,789.44,362.87,868.87,716.4
11335,Bkrnymvt,user11334@example.com,65,Philadelphia,190333.18,true,2024-06-01,712.87,439.14,284.57,799.88
11336,Fvcowrwy,user11335@example.com,51,Los Angeles,117750.23,false,2024-05-19,360.32,427.95,631.47,56.2
11337,Eiaiviwl,user11336@example.com,36,Los Angeles,131632.23,true,2024-05-18,723.68,647.16,984.93,103.45
11338,Zbpihgrb,user11337@example.com,69,Chicago,186228.69,false,2024-11-01,138.88,764.2,408.91,959.49
11339,Nzgkibof,user11338@example.com,29,San Diego,91903.33,false,2024-06-02,540.24,399.44,795.86,35.6
11340,Focikhvp,user11339@example.com,29,San Diego,171468.96,true,2024-11-23,128.63,631.03,24.92,167.59
11341,Ftjogesx,user11340@example.com,68,Philadelphia,108572.25,true,2024-08-05,907.74,742.14,907.91,361.23
11342,Brfwvbxq,user11341@example.com,59,San Antonio,159085.09,false,2024-11-21,784.59,411.69,836.68,228.59
11343,Msbxvzsh,user11342@example.com,72,San Diego,177328.36,true,2024-04-23,665.92,144.83,986.73,280.75
11344,Ykcecwvr,user11343@example.com,39,Philadelphia,102540.23,true,2024-09-20,676.42,294.43,195.45,505.3
11345,Zgyfqqvk,user11344@example.com,71,Los Angeles,167777.06,false,2024-12-03,283.45,151.42,839.77,160.41
11346,Iwyqrmbw,user11345@example.com,58,Los Angeles,106975.65,true,2024-07-06,541.09,852.24,345.77,63.89
11347,Pkhpwydq,user11346@example.com,72,San Antonio,113722.53,false,2024-11-10,772.05,393.14,390.16,908.24
11348,Pyxjgrrc,user11347@example.com,20,New York,195229.57,true,2024-05-16,507.7,169.61,670.35,244.62
11349,Haxpjxhr,user11348@example.com,68,Chicago,146636.28,false,2024-06-01,572.67,258.88,937.02,472.34
11350,Xbfbxaqh,user11349@example.com,72,Philadelphia,167225.88,true,2024-10-23,459.43,543.91,765.19,967.01
11351,Uendpxnm,user11350@example.com,22,Philadelphia,141988.95,false,2024-08-16,625.02,490.83,325.24,696.39
11352,Yufsscfn,user11351@example.com,32,Phoenix,54191.46,false,2024-11-13,512.12,842.38,147.52,967.1
11353,Zjwhomqj,user11352@example.com,30,San Antonio,89474.77,true,2024-11-20,601.57,136.22,713.79,49.79
11354,Fmkshwnp,user11353@example.com,49,Houston,180478.2,false,2024-12-28,756.27,464.43,833.64,914.91
11355,Umsqobvf,user11354@example.com,64,Philadelphia,45277.52,false,2024-02-23,62.25,642.01,687.82,865.6
11356,Oeqtryyu,user11355@example.com,33,Phoenix,57675.56,true,2024-06-18,156.35,367.79,29.91,781.58
11357,Lxdsqhgi,user11356@example.com,68,Philadelphia,56137.79,false,2024-02-12,943.05,515.12,187.85,673.41
11358,Mrdjqhxy,user11357@example.com,62,Phoenix,60644.47,true,2024-03-22,449.92,456.73,785.37,449.53
11359,Vweucoqk,user11358@example.com,30,New York,174788.19,false,2024-07-01,675.43,864.77,38.97,103.67
11360,Lkqxwaah,user11359@example.com,49,New York,84588.25,true,2024-02-15,443.57,25.5,556.09,23.95
11361,Qjrzdwwn,user11360@example.com,25,Philadelphia,32561.05,false,2024-12-19,620.78,580.78,102.2,629.24
11362,Yaixewym,user11361@example.com,54,Houston,180389.5,true,2024-01-23,704.29,522.38,49.47,804.27
11363,Tjavzvmi,user11362@example.com,56,New York,114408.02,true,2024-03-05,501.81,950.08,226.28,571.74
11364,Xadiclul,user11363@example.com,57,Los Angeles,159654.29,true,2024-04-22,187.57,374.48,207.36,776.74
11365,Rikebmcb,user11364@example.com,32,Chicago,93803.5,true,2024-09-08,211.17,749.41,372.09,876.33
11366,Brubodua,user11365@example.com,68,San Antonio,198562.34,false,2024-04-02,104.41,183.58,43.22,543.52
11367,Ygvgukec,user11366@example.com,47,Chicago,54236.61,false,2024-11-11,321.08,41.75,854.12,18.61
11368,Xhupoqgu,user11367@example.com,32,San Antonio,188896.16,false,2024-06-11,869.11,317.17,398.35,719.63
11369,Vebbrnkm,user11368@example.com,52,New York,95096.11,true,2024-03-18,240.19,318.74,119.78,881.91
11370,Kgaelmab,user11369@example.com,45,San Diego,177191.03,true,2024-05-23,85.09,401.06,600.46,789.58
11371,Scntzuva,user11370@example.com,54,San Diego,156566.49,true,2024-02-07,905.28,373.66,200.36,52.04
11372,Cdpimiia,user11371@example.com,57,Houston,42750.57,true,2024-11-16,276.95,960.27,512.55,356.85
11373,Qrqyunlr,user11372@example.com,67,New York,34855.75,false,2024-04-24,105.08,927.32,859.58,742.91
11374,Dhcefkoi,user11373@example.com,63,San Antonio,163412.51,true,2024-04-18,864.74,812.7,307.33,61.14
11375,Thahvkao,user11374@example.com,71,New York,157769.36,true,2024-04-28,217.29,503.46,396.96,569.85
11376,Erzbxics,user11375@example.com,67,Phoenix,63841.07,false,2024-12-23,893.52,421.6,470.57,815.17
11377,Nqcqrviy,user11376@example.com,73,San Antonio,164775.42,true,2024-11-05,507.13,433.2,187.25,929.7
11378,Aghvtjac,user11377@example.com,72,San Antonio,137219.43,true,2024-08-11,712.74,508.99,567.54,113.54
11379,Ccrwoscz,user11378@example.com,20,Los Angeles,112094.27,false,2024-11-09,967.17,686.99,610.9,992.64
11380,Wyowrxqs,user11379@example.com,39,Houston,69723.53,false,2024-07-11,705.12,411.66,791.5,931.92
11381,Dhljqdag,user11380@example.com,41,San Antonio,98298.13,false,2024-04-07,236.91,251.47,694.84,809.64
11382,Rmcyrinb,user11381@example.com,63,Philadelphia,182011.01,true,2024-12-26,689.11,501.75,399.03,494.52
11383,Hzztqapb,user11382@example.com,52,Phoenix,145227.74,false,2024-10-25,117.04,689.46,505.94,611.67
11384,Ufkbkuwj,user11383@example.com,74,Phoenix,67225.53,true,2024-08-08,621.48,871.17,883.81,270.95
11385,Cczkxkcv,user11384@example.com,54,San Diego,163666.37,true,2024-03-14,269.43,218.78,317.35,51.7
11386,Icceohet,user11385@example.com,50,Chicago,141237.63,true,2024-11-10,711.48,142.91,553.73,811.43
11387,Yxaugwuw,user11386@example.com,63,Phoenix,171111.17,false,2024-03-13,842.43,874.13,888.96,854.15
11388,Drxyxzko,user11387@example.com,19,San Diego,80021.43,false,2024-10-02,931.78,472.76,730.08,385.82
11389,Dyiavlho,user11388@example.com,39,Phoenix,146044.27,true,2024-08-01,118.28,920.5,582.63,37.45
11390,Ngvbfdml,user11389@example.com,52,Chicago,135540.11,true,2024-02-28,722.24,689.76,752.85,495.78
11391,Zxugamhj,user11390@example.com,47,New York,128847.84,true,2024-07-13,231.44,916.69,389.13,495.64
11392,Jquzeisw,user11391@example.com,30,Philadelphia,197773.37,false,2024-02-06,201.57,255.05,566.04,754.05
11393,Nvfeldhn,user11392@example.com,35,Phoenix,138653.95,false,2024-11-22,515.63,788.43,961.0,498.67
11394,Ciinhavf,user11393@example.com,25,Philadelphia,104909.05,true,2024-02-11,710.91,478.68,419.72,547.15
11395,Ghvjyirn,user11394@example.com,41,Philadelphia,176419.66,true,2024-08-18,837.33,345.08,11.7,495.59
11396,Zpezwjgb,user11395@example.com,65,Houston,61156.4,false,2024-07-08,430.84,175.33,349.3,55.15
11397,Utxpsfex,user11396@example.com,22,Chicago,150734.71,false,2024-05-08,710.17,978.24,676.13,537.0
11398,Tfrdupvp,user11397@example.com,50,Los Angeles,160660.45,true,2024-11-15,768.79,395.34,824.05,847.18
11399,Ipzoexmh,user11398@example.com,27,Philadelphia,70792.34,false,2024-07-19,975.71,740.07,863.82,477.55
11400,Lvmybsks,user11399@example.com,52,Los Angeles,107766.61,true,2024-01-26,200.56,490.08,241.27,560.66
11401,Xaywkxpz,user11400@example.com,26,Philadelphia,31326.15,false,2024-06-06,386.21,154.89,513.27,888.73
11402,Lbeoasvs,user11401@example.com,67,Los Angeles,160986.21,false,2024-01-25,352.02,185.56,411.92,439.81
11403,Vhsvdock,user11402@example.com,46,Philadelphia,51987.59,false,2024-05-20,89.9,494.15,32.74,270.82
11404,Uqgdpzxh,user11403@example.com,71,New York,119357.24,true,2024-07-08,943.04,144.42,925.35,938.14
11405,Tvwnbago,user11404@example.com,63,Houston,110175.5,true,2024-05-24,53.75,723.18,461.24,169.46
11406,Uybfqcmt,user11405@example.com,21,Philadelphia,59695.86,true,2024-10-08,72.35,265.38,798.78,327.19
11407,Vswydarc,user11406@example.com,60,Philadelphia,144365.18,false,2024-07-07,551.94,87.21,459.15,625.22
11408,Xddhcdpp,user11407@example.com,23,San Antonio,134633.4,true,2024-03-22,454.49,173.84,618.81,604.29
11409,Lbhfpkps,user11408@example.com,73,New York,90190.86,true,2024-04-23,86.5,607.79,842.52,176.82
11410,Ijhujjzz,user11409@example.com,22,San Diego,198883.4,true,2024-12-20,88.22,197.96,505.86,206.56
11411,Slxdayyv,user11410@example.com,72,Philadelphia,148157.54,true,2024-03-01,961.65,566.89,926.49,96.32
11412,Juwsmdtx,user11411@example.com,66,Phoenix,156817.45,true,2024-11-06,629.79,771.86,117.23,219.58
11413,Ahitisrz,user11412@example.com,27,Los Angeles,194397.78,true,2024-12-01,251.85,481.45,390.77,575.77
11414,Cfmgtybo,user11413@example.com,29,New York,148273.17,false,2024-01-16,605.94,595.21,797.71,511.98
11415,Sioakiri,user11414@example.com,28,Los Angeles,50030.84,false,2024-11-13,994.49,702.95,720.75,263.36
11416,Sfmprogd,user11415@example.com,19,New York,58080.41,true,2024-05-11,262.95,203.36,289.69,957.98
11417,Ensiqtyd,user11416@example.com,69,San Diego,181372.68,true,2024-10-11,223.69,223.33,793.07,778.32
11418,Tlylgsmq,user11417@example.com,56,San Diego,173006.04,false,2024-05-27,407.61,952.45,288.99,127.87
11419,Pmkzyydm,user11418@example.com,67,Houston,66455.65,true,2024-12-25,551.8,292.29,921.58,987.35
11420,Smnsbncj,user11419@example.com,24,New York,134157.6,true,2024-11-19,548.73,159.89,217.77,542.7
11421,Dnkmlohf,user11420@example.com,63,Chicago,72260.7,true,2024-08-05,902.24,402.7,429.09,719.54
11422,Dgwhvhsv,user11421@example.com,72,San Diego,50220.69,true,2024-01-26,385.62,563.22,579.61,431.22
11423,Jasylsaw,user11422@example.com,28,Phoenix,142375.49,true,2024-06-20,572.81,766.99,723.76,433.36
11424,Ymizbfuz,user11423@example.com,27,New York,82235.37,true,2024-08-16,464.69,58.85,422.38,204.81
11425,Pivrhocm,user11424@example.com,54,Chicago,84839.72,false,2024-05-26,947.57,364.82,158.29,402.86
11426,Zpkboshw,user11425@example.com,44,Philadelphia,118151.38,true,2024-10-01,122.6,871.65,943.83,57.08
11427,Chagrydw,user11426@example.com,31,San Diego,169444.81,false,2024-10-14,874.63,27.54,334.73,146.07
11428,Tivpoyso,user11427@example.com,28,Chicago,153323.95,true,2024-10-05,632.19,474.86,966.11,794.92
11429,Lupkqvxx,user11428@example.com,45,New York,33132.53,true,2024-11-09,461.39,23.73,540.09,628.94
11430,Drwmesiz,user11429@example.com,72,San Antonio,65822.66,false,2024-08-11,554.82,384.46,737.57,63.53
11431,Mlnpidvm,user11430@example.com,71,San Diego,63226.97,false,2024-10-24,119.95,822.54,543.9,80.37
11432,Wioxktiv,user11431@example.com,48,Houston,156019.73,true,2024-11-24,687.75,666.29,849.81,52.53
11433,Oyabmlda,user11432@example.com,43,Philadelphia,179387.04,false,2024-05-03,188.95,339.1,698.57,110.85
11434,Hgdkchhr,user11433@example.com,55,Los Angeles,158239.74,false,2024-01-02,54.27,236.24,928.59,62.32
11435,Ucspjkaa,user11434@example.com,37,San Antonio,82728.52,false,2024-03-28,959.89,405.84,847.97,713.33
11436,Ocrgnhef,user11435@example.com,20,Phoenix,43111.89,true,2024-09-07,951.36,882.93,718.22,519.37
11437,Ytzcruru,user11436@example.com,52,Houston,91891.52,false,2024-03-25,366.86,339.82,424.07,676.83
11438,Rlaubeih,user11437@example.com,57,Philadelphia,140523.67,false,2024-11-28,711.24,243.31,40.07,288.16
11439,Qfnwxngb,user11438@example.com,57,Houston,86842.18,true,2024-10-25,330.53,673.09,368.84,631.97
11440,Hqndmhuc,user11439@example.com,40,Los Angeles,114258.51,false,2024-07-27,444.42,610.58,690.46,734.23
11441,Csbxpeio,user11440@example.com,29,Houston,196088.51,true,2024-09-13,687.97,246.66,113.4,209.3
11442,Iuiyvahe,user11441@example.com,43,Houston,126465.38,false,2024-11-22,714.37,137.15,859.98,448.32
11443,Qbkgoypa,user11442@example.com,58,Houston,180914.8,true,2024-02-09,438.19,328.61,321.07,383.63
11444,Ghfzispu,user11443@example.com,42,San Diego,193917.42,false,2024-10-21,932.01,854.64,952.19,924.08
11445,Qqawwgah,user11444@example.com,30,Los Angeles,185363.96,true,2024-06-26,188.04,606.58,34.52,189.45
11446,Ozgfbhrw,user11445@example.com,50,San Diego,59649.85,false,2024-12-26,394.6,686.98,642.74,673.17
11447,Rvnrxapd,user11446@example.com,74,Chicago,180728.46,false,2024-08-05,617.11,920.85,146.93,765.03
11448,Vayqrqxo,user11447@example.com,33,Phoenix,67388.34,false,2024-12-07,916.94,960.98,963.66,800.73
11449,Vcgasddc,user11448@example.com,24,San Diego,184400.73,true,2024-02-18,438.79,944.23,98.63,824.56
11450,Rinspjia,user11449@example.com,70,San Antonio,94343.37,true,2024-02-22,643.3,868.49,270.28,891.89
11451,Ynogbuzx,user11450@example.com,73,San Diego,45831.45,false,2024-05-20,492.06,693.06,542.9,579.22
11452,Rawinxou,user11451@example.com,42,San Diego,158465.59,false,2024-05-01,491.34,964.63,489.49,308.15
11453,Atjmiviu,user11452@example.com,74,San Diego,48128.48,false,2024-06-14,670.15,503.39,937.87,247.06
11454,Mrscmdpr,user11453@example.com,62,San Diego,193678.59,true,2024-11-03,21.02,141.88,143.85,541.19
11455,Cnfdiqhf,user11454@example.com,28,New York,56399.4,false,2024-12-10,428.46,164.03,951.64,483.22
11456,Jkovpdyn,user11455@example.com,48,New York,100949.64,true,2024-08-12,792.32,764.87,436.03,576.59
11457,Xgjxxwes,user11456@example.com,28,Chicago,61092.17,false,2024-04-05,924.71,526.11,104.46,130.28
11458,Aqdofveh,user11457@example.com,34,San Antonio,169196.12,false,2024-03-26,699.07,450.28,154.37,446.77
11459,Bdwgipog,user11458@example.com,40,New York,89077.52,false,2024-06-17,331.85,698.8,564.04,255.76
11460,Ermgolxz,user11459@example.com,74,Houston,114631.0,true,2024-12-28,697.97,354.08,722.91,193.72
11461,Mzyckipx,user11460@example.com,38,Los Angeles,141847.12,false,2024-04-02,133.46,661.28,676.69,802.99
11462,Hoqykzvd,user11461@example.com,30,Philadelphia,53366.37,false,2024-06-09,439.99,793.11,261.78,535.09
11463,Lddfyttw,user11462@example.com,44,Philadelphia,191288.87,false,2024-01-23,670.19,463.26,103.28,620.86
11464,Anurjtgj,user11463@example.com,25,San Antonio,74949.41,true,2024-06-09,835.02,451.89,901.34,518.03
11465,Udlilxgf,user11464@example.com,41,Phoenix,146175.44,true,2024-02-26,581.95,563.63,674.78,890.96
11466,Twpfrfyc,user11465@example.com,30,Los Angeles,147638.86,false,2024-04-14,321.64,93.96,10.84,106.79
11467,Vadcwzjp,user11466@example.com,54,Houston,148564.72,false,2024-01-13,748.35,453.34,473.69,483.68
11468,Bolsgfeq,user11467@example.com,36,Philadelphia,73038.09,false,2024-05-22,509.81,455.12,135.58,474.35
11469,Oaixwmct,user11468@example.com,52,Los Angeles,41593.49,false,2024-03-28,771.67,719.64,967.26,44.15
11470,Odidkucl,user11469@example.com,24,New York,116569.8,false,2024-06-28,936.86,251.19,118.61,409.58
11471,Nabomilh,user11470@example.com,29,San Diego,122488.6,true,2024-12-17,24.65,474.94,449.43,385.34
11472,Naepvmqc,user11471@example.com,61,Phoenix,116600.77,false,2024-10-07,740.7,585.29,552.33,705.76
11473,Dhtzvztx,user11472@example.com,72,Los Angeles,127358.78,true,2024-09-25,118.86,632.55,298.3,881.01
11474,Kzgienrs,user11473@example.com,29,Houston,146591.61,false,2024-11-12,966.38,659.19,435.57,121.85
11475,Svgkxesm,user11474@example.com,52,Houston,80898.75,true,2024-05-28,618.31,325.91,79.69,556.69
11476,Vjoxlmjw,user11475@example.com,51,Houston,192539.12,true,2024-08-21,121.86,689.45,384.87,608.31
11477,Hiydypri,user11476@example.com,49,Phoenix,50467.91,true,2024-06-13,394.73,689.57,291.73,700.06
11478,Fxnwrhmd,user11477@example.com,44,Philadelphia,146740.35,true,2024-09-08,362.85,56.22,930.24,956.31
11479,Gpgyyceu,user11478@example.com,27,Chicago,109307.2,true,2024-06-15,202.7,477.81,819.2,908.13
11480,Jyniykrc,user11479@example.com,18,Los Angeles,170227.74,true,2024-12-08,233.86,614.11,960.94,15.46
11481,Pklwvvew,user11480@example.com,32,New York,179448.03,true,2024-03-20,385.87,523.18,848.96,200.42
11482,Hvosikmx,user11481@example.com,50,Philadelphia,108994.67,false,2024-12-27,246.92,758.34,154.95,672.97
11483,Bavzuugm,user11482@example.com,27,Los Angeles,161793.01,true,2024-11-24,939.15,704.15,342.42,135.8
11484,Hoakboig,user11483@example.com,21,New York,97940.29,true,2024-01-04,946.24,983.78,943.94,843.41
11485,Cmhzbmxf,user11484@example.com,47,Houston,146791.82,true,2024-04-04,584.21,903.93,663.79,85.29
11486,Lwfvzmkd,user11485@example.com,75,New York,195623.32,true,2024-01-09,644.46,425.35,591.61,915.82
11487,Cubsfgli,user11486@example.com,26,New York,55044.73,true,2024-08-26,27.08,375.62,477.73,91.64
11488,Tyjcvvza,user11487@example.com,58,San Diego,126021.41,false,2024-05-08,816.2,17.83,562.45,424.21
11489,Xsaneqzm,user11488@example.com,45,Philadelphia,50479.75,true,2024-07-10,616.52,37.37,235.48,40.62
11490,Djpeibnc,user11489@example.com,35,Philadelphia,89651.21,true,2024-11-08,664.56,456.98,978.16,136.85
11491,Ilpvysbh,user11490@example.com,19,New York,187940.46,false,2024-08-12,209.68,142.05,551.4,253.05
11492,Dcmharsj,user11491@example.com,50,Phoenix,164335.56,true,2024-03-25,77.19,950.97,239.2,997.34
11493,Boiiwsuu,user11492@example.com,54,San Diego,73899.67,true,2024-02-24,310.88,851.31,718.55,911.4
11494,Ncxizehu,user11493@example.com,43,Houston,94194.45,false,2024-10-09,507.95,901.58,493.33,452.89
11495,Pqwedetw,user11494@example.com,34,San Diego,51506.72,true,2024-10-18,382.12,738.69,76.32,688.69
11496,Nnidozzq,user11495@example.com,32,Los Angeles,66785.86,false,2024-06-24,833.3,492.42,296.67,822.14
11497,Cuxuhuxy,user11496@example.com,61,San Antonio,152181.36,true,2024-06-07,290.79,751.08,848.54,293.57
11498,Jxdvjuvk,user11497@example.com,33,San Diego,132849.98,true,2024-08-03,944.95,502.85,733.77,553.09
11499,Hglvqqgm,user11498@example.com,49,Phoenix,49926.32,true,2024-11-06,836.88,50.94,909.56,328.07
11500,Vbmwhkta,user11499@example.com,57,New York,110846.35,true,2024-08-27,128.97,601.62,421.28,784.4
11501,Juxslzpr,user11500@example.com,50,New York,114626.44,true,2024-10-10,940.0,437.96,445.59,965.5
11502,Bhnpsamu,user11501@example.com,23,Los Angeles,115874.89,true,2024-04-12,822.78,231.03,260.79,461.5
11503,Yvoguphm,user11502@example.com,35,Philadelphia,85161.41,false,2024-05-20,798.01,439.06,300.35,321.84
11504,Kqzjuxca,user11503@example.com,41,Philadelphia,64790.39,false,2024-01-17,142.97,874.23,832.49,669.57
11505,Dqwrmgeo,user11504@example.com,21,San Diego,46972.01,false,2024-07-27,37.4,710.08,351.34,298.96
11506,Vtneefvj,user11505@example.com,54,New York,59791.42,false,2024-08-17,435.94,995.78,620.66,738.07
11507,Pnjaxlyi,user11506@example.com,74,San Antonio,41690.32,true,2024-09-02,635.52,904.66,921.1,209.97
11508,Lfswougk,user11507@example.com,36,San Antonio,49025.73,true,2024-06-28,563.55,78.95,612.06,156.82
11509,Mxstmvez,user11508@example.com,69,San Antonio,145650.97,false,2024-03-01,114.92,685.64,36.01,275.8
11510,Aowdxgcs,user11509@example.com,74,Los Angeles,174909.17,true,2024-01-22,753.68,26.2,642.75,875.8
11511,Jwseucjg,user11510@example.com,50,San Diego,134286.11,false,2024-05-22,311.92,706.59,652.13,319.69
11512,Fiyemhec,user11511@example.com,59,Houston,50975.52,true,2024-08-09,400.64,925.62,922.4,957.43
11513,Rqoninkt,user11512@example.com,32,Phoenix,148718.52,false,2024-03-21,342.9,216.61,199.91,44.64
11514,Gzhwdzwa,user11513@example.com,23,Philadelphia,195040.73,true,2024-07-26,268.56,946.54,214.06,715.75
11515,Lonntzss,user11514@example.com,65,Los Angeles,190190.59,true,2024-08-12,473.78,634.55,286.61,811.75
11516,Amdgiqso,user11515@example.com,58,Los Angeles,191234.01,false,2024-10-01,641.57,997.67,296.49,996.2
11517,Pomsvygd,user11516@example.com,62,San Diego,135497.54,true,2024-02-16,263.92,465.97,66.72,759.68
11518,Jbabchhl,user11517@example.com,63,San Diego,162842.79,true,2024-02-10,137.73,432.62,423.92,393.84
11519,Mpmpssib,user11518@example.com,70,San Antonio,69898.56,false,2024-12-12,503.02,200.3,902.95,760.4
11520,Vzbizsry,user11519@example.com,19,Houston,142552.58,false,2024-01-06,627.0,333.71,461.42,428.42
11521,Ywqepvqd,user11520@example.com,35,Los Angeles,175691.67,true,2024-06-27,575.6,273.55,90.07,500.57
11522,Aezudnes,user11521@example.com,50,Phoenix,134280.37,true,2024-04-11,636.9,656.07,654.71,458.99
11523,Ndbrngfj,user11522@example.com,57,Chicago,42851.47,false,2024-07-18,876.73,869.81,253.31,730.3
11524,Denycfcc,user11523@example.com,58,Phoenix,146850.72,false,2024-10-26,680.06,97.34,116.6,700.69
11525,Qcexdpww,user11524@example.com,67,Houston,165742.23,false,2024-10-24,647.83,157.24,670.86,852.51
11526,Hbskgqmh,user11525@example.com,35,Phoenix,161628.62,false,2024-06-08,387.5,44.06,242.45,351.49
11527,Gvnrssvv,user11526@example.com,20,San Antonio,69222.16,true,2024-04-13,479.06,333.75,838.05,557.9
11528,Bbfoeibk,user11527@example.com,61,Philadelphia,81840.48,false,2024-07-16,900.62,761.78,574.03,943.23
11529,Fklstkry,user11528@example.com,62,San Diego,55909.5,false,2024-03-07,140.05,769.18,965.52,285.8
11530,Pkzqyckc,user11529@example.com,46,Philadelphia,41405.02,false,2024-02-01,82.27,562.3,644.97,759.52
11531,Ckktmocy,user11530@example.com,55,Los Angeles,32224.52,false,2024-05-24,252.24,263.24,624.66,568.58
11532,Ycdxgapv,user11531@example.com,60,Houston,33125.23,false,2024-04-28,903.3,404.57,924.82,541.85
11533,Wvgqsvfv,user11532@example.com,72,Chicago,135134.27,true,2024-11-07,362.59,310.42,463.5,527.69
11534,Fwndjwxz,user11533@example.com,31,Chicago,43020.29,true,2024-09-12,805.08,517.97,312.43,466.6
11535,Uutywxnn,user11534@example.com,58,New York,160833.99,false,2024-03-02,85.6,877.28,507.42,525.28
